w1	Yang
10654	 Џжн–… «б—н«Ќ+134
10655	 Џжн–… «б—н«Ќ+135
10656	 Џжн–… «б—н«Ќ+136
10657	 Џжн–… «б—н«Ќ+137
10658	 Џжн–… «б—н«Ќ+138
10659	 Џжн–… «б—н«Ќ+139
10660	 Џжн–… «б—н«Ќ+140
10661	 Џжн–… «б—н«Ќ+141
10662	 Џжн–… «б—н«Ќ+142
10663	 Џжн–… «б—н«Ќ+143
10664	 Џжн–… «б—н«Ќ+144
10665	 Џжн–… «б—н«Ќ+145
10666	 Џжн–… «б—н«Ќ+146
10667	 Џжн–… «б—н«Ќ+147
10668	 Џжн–… «б—н«Ќ+148
10669	 Џжн–… «б—н«Ќ+149
10670	 Џжн–… «б—н«Ќ+150
10671	 Џжн–… «б—н«Ќ+151
10672	 Џжн–… «б—н«Ќ+152
10673	 Џжн–… «б—н«Ќ+153
10674	 Џжн–… «б—н«Ќ+154
10675	 Џжн–… «б—н«Ќ+155
10676	 Џжн–… «б—н«Ќ+156
10677	 Џжн–… «б—н«Ќ+157
10678	 Џжн–… «б—н«Ќ+158
10679	 Џжн–… «б—н«Ќ+159
10680	 Џжн–… «б—н«Ќ+160
10681	 Џжн–… «б—н«Ќ+161
10682	 Џжн–… «б—н«Ќ+162
10683	 Џжн–… «б—н«Ќ+163
10684	 Џжн–… «б—н«Ќ+164
10685	 Џжн–… «б—н«Ќ+165
10686	 Џжн–… «б—н«Ќ+166
10687	 Џжн–… «б—н«Ќ+167
10688	 Џжн–… «б—н«Ќ+168
10689	 Џжн–… «б—н«Ќ+169
10690	 Џжн–… «б—н«Ќ+170
10691	 Џжн–… «б—н«Ќ+171
10692	 Џжн–… «б—н«Ќ+172
10693	 Џжн–… «б—н«Ќ+173
10694	 Џжн–… «б—н«Ќ+174
10695	 Џжн–… «б—н«Ќ+175
10696	 Џжн–… «б—н«Ќ+176
10697	 Џжн–… «б—н«Ќ+177
10698	 Џжн–… «б—н«Ќ+178
10699	 Џжн–… «б—н«Ќ+179
10700	 Џжн–… «б—н«Ќ+180
10701	 Џжн–… «б—н«Ќ+181
10702	 Џжн–… «б—н«Ќ+182
10703	 Џжн–… «б—н«Ќ+183
10704	 Џжн–… «б—н«Ќ+184
10705	 Џжн–… «б—н«Ќ+185
10706	 Џжн–… «б—н«Ќ+186
10707	 Џжн–… «б—н«Ќ+187
10708	 Џжн–… «б—н«Ќ+188
10709	 Џжн–… «б—н«Ќ+189
10710	 Џжн–… «б—н«Ќ+190
10711	 Џжн–… «б—н«Ќ+191
10712	 Џжн–… «б—н«Ќ+192
10713	 Џжн–… «б—н«Ќ+193
10714	 Џжн–… «б—н«Ќ+194
10715	 Џжн–… «б—н«Ќ+195
10716	 Џжн–… «б—н«Ќ+196
10717	 Џжн–… «б—н«Ќ+197
10718	 Џжн–… «б—н«Ќ+198
10719	 Џжн–… «б—н«Ќ+199
10720	 Џжн–… «б—н«Ќ+200
10750	 Џжн–… «б»—ё+0
10751	 Џжн–… «б»—ё+1
10752	 Џжн–… «б»—ё+2
10753	 Џжн–… «б»—ё+3
10754	 Џжн–… «б»—ё+4
10755	 Џжн–… «б»—ё+5
10756	 Џжн–… «б»—ё+6
10757	 Џжн–… «б»—ё+7
10758	 Џжн–… «б»—ё+8
10759	 Џжн–… «б»—ё+9
10760	 Џжн–… «б»—ё+10
10761	 Џжн–… «б»—ё+11
10762	 Џжн–… «б»—ё+12
10763	 Џжн–… «б»—ё+13
10764	 Џжн–… «б»—ё+14
10765	 Џжн–… «б»—ё+15
10766	 Џжн–… «б»—ё+16
10767	 Џжн–… «б»—ё+17
10768	 Џжн–… «б»—ё+18
10769	 Џжн–… «б»—ё+19
10770	 Џжн–… «б»—ё+20
10771	 Џжн–… «б»—ё+21
10772	 Џжн–… «б»—ё+22
10773	 Џжн–… «б»—ё+23
10774	 Џжн–… «б»—ё+24
10775	 Џжн–… «б»—ё+25
10776	 Џжн–… «б»—ё+26
10777	 Џжн–… «б»—ё+27
10778	 Џжн–… «б»—ё+28
10779	 Џжн–… «б»—ё+29
10780	 Џжн–… «б»—ё+30
10781	 Џжн–… «б»—ё+31
10782	 Џжн–… «б»—ё+32
10783	 Џжн–… «б»—ё+33
10784	 Џжн–… «б»—ё+34
10785	 Џжн–… «б»—ё+35
10786	 Џжн–… «б»—ё+36
10787	 Џжн–… «б»—ё+37
10788	 Џжн–… «б»—ё+38
10789	 Џжн–… «б»—ё+39
10790	 Џжн–… «б»—ё+40
10791	 Џжн–… «б»—ё+41
10792	 Џжн–… «б»—ё+42
10793	 Џжн–… «б»—ё+43
10794	 Џжн–… «б»—ё+44
10795	 Џжн–… «б»—ё+45
10796	 Џжн–… «б»—ё+46
10797	 Џжн–… «б»—ё+47
10798	 Џжн–… «б»—ё+48
10799	 Џжн–… «б»—ё+49
10800	 Џжн–… «б»—ё+50
10801	 Џжн–… «б»—ё+51
10802	 Џжн–… «б»—ё+52
10803	 Џжн–… «б»—ё+53
10804	 Џжн–… «б»—ё+54
10805	 Џжн–… «б»—ё+55
10806	 Џжн–… «б»—ё+56
10807	 Џжн–… «б»—ё+57
10808	 Џжн–… «б»—ё+58
10809	 Џжн–… «б»—ё+59
10810	 Џжн–… «б»—ё+60
10811	 Џжн–… «б»—ё+61
10812	 Џжн–… «б»—ё+62
10813	 Џжн–… «б»—ё+63
10814	 Џжн–… «б»—ё+64
10815	 Џжн–… «б»—ё+65
10816	 Џжн–… «б»—ё+66
10817	 Џжн–… «б»—ё+67
10818	 Џжн–… «б»—ё+68
10819	 Џжн–… «б»—ё+69
10820	 Џжн–… «б»—ё+70
10821	 Џжн–… «б»—ё+71
10822	 Џжн–… «б»—ё+72
10823	 Џжн–… «б»—ё+73
10824	 Џжн–… «б»—ё+74
10825	 Џжн–… «б»—ё+75
10826	 Џжн–… «б»—ё+76
10827	 Џжн–… «б»—ё+77
10828	 Џжн–… «б»—ё+78
10829	 Џжн–… «б»—ё+79
10830	 Џжн–… «б»—ё+80
10831	 Џжн–… «б»—ё+81
10832	 Џжн–… «б»—ё+82
10833	 Џжн–… «б»—ё+83
10834	 Џжн–… «б»—ё+84
10835	 Џжн–… «б»—ё+85
10836	 Џжн–… «б»—ё+86
10837	 Џжн–… «б»—ё+87
10838	 Џжн–… «б»—ё+88
10839	 Џжн–… «б»—ё+89
10840	 Џжн–… «б»—ё+90
10841	 Џжн–… «б»—ё+91
10842	 Џжн–… «б»—ё+92
10843	 Џжн–… «б»—ё+93
10844	 Џжн–… «б»—ё+94
10845	 Џжн–… «б»—ё+95
10846	 Џжн–… «б»—ё+96
10847	 Џжн–… «б»—ё+97
10848	 Џжн–… «б»—ё+98
10849	 Џжн–… «б»—ё+99
10850	 Џжн–… «б»—ё+100
10851	 Џжн–… «б»—ё+101
10852	 Џжн–… «б»—ё+102
10853	 Џжн–… «б»—ё+103
10854	 Џжн–… «б»—ё+104
10855	 Џжн–… «б»—ё+105
10856	 Џжн–… «б»—ё+106
10857	 Џжн–… «б»—ё+107
10858	 Џжн–… «б»—ё+108
10859	 Џжн–… «б»—ё+109
10860	 Џжн–… «б»—ё+110
10861	 Џжн–… «б»—ё+111
10862	 Џжн–… «б»—ё+112
10863	 Џжн–… «б»—ё+113
10864	 Џжн–… «б»—ё+114
10865	 Џжн–… «б»—ё+115
10866	 Џжн–… «б»—ё+116
10867	 Џжн–… «б»—ё+117
10868	 Џжн–… «б»—ё+118
10869	 Џжн–… «б»—ё+119
10870	 Џжн–… «б»—ё+120
10871	 Џжн–… «б»—ё+121
10872	 Џжн–… «б»—ё+122
10873	 Џжн–… «б»—ё+123
10874	 Џжн–… «б»—ё+124
10875	 Џжн–… «б»—ё+125
10876	 Џжн–… «б»—ё+126
10877	 Џжн–… «б»—ё+127
10878	 Џжн–… «б»—ё+128
10879	 Џжн–… «б»—ё+129
10880	 Џжн–… «б»—ё+130
10881	 Џжн–… «б»—ё+131
10882	 Џжн–… «б»—ё+132
10883	 Џжн–… «б»—ё+133
10884	 Џжн–… «б»—ё+134
10885	 Џжн–… «б»—ё+135
10886	 Џжн–… «б»—ё+136
10887	 Џжн–… «б»—ё+137
10888	 Џжн–… «б»—ё+138
10889	 Џжн–… «б»—ё+139
10890	 Џжн–… «б»—ё+140
10891	 Џжн–… «б»—ё+141
10892	 Џжн–… «б»—ё+142
10893	 Џжн–… «б»—ё+143
10894	 Џжн–… «б»—ё+144
10895	 Џжн–… «б»—ё+145
10896	 Џжн–… «б»—ё+146
10897	 Џжн–… «б»—ё+147
10898	 Џжн–… «б»—ё+148
10899	 Џжн–… «б»—ё+149
10900	 Џжн–… «б»—ё+150
10901	 Џжн–… «б»—ё+151
10902	 Џжн–… «б»—ё+152
10903	 Џжн–… «б»—ё+153
10904	 Џжн–… «б»—ё+154
10905	 Џжн–… «б»—ё+155
10906	 Џжн–… «б»—ё+156
10907	 Џжн–… «б»—ё+157
10908	 Џжн–… «б»—ё+158
10909	 Џжн–… «б»—ё+159
10910	 Џжн–… «б»—ё+160
10911	 Џжн–… «б»—ё+161
10912	 Џжн–… «б»—ё+162
10913	 Џжн–… «б»—ё+163
10914	 Џжн–… «б»—ё+164
10915	 Џжн–… «б»—ё+165
10916	 Џжн–… «б»—ё+166
10917	 Џжн–… «б»—ё+167
10918	 Џжн–… «б»—ё+168
10919	 Џжн–… «б»—ё+169
10920	 Џжн–… «б»—ё+170
10921	 Џжн–… «б»—ё+171
10922	 Џжн–… «б»—ё+172
10923	 Џжн–… «б»—ё+173
10924	 Џжн–… «б»—ё+174
10925	 Џжн–… «б»—ё+175
10926	 Џжн–… «б»—ё+176
10927	 Џжн–… «б»—ё+177
10928	 Џжн–… «б»—ё+178
10929	 Џжн–… «б»—ё+179
10930	 Џжн–… «б»—ё+180
10931	 Џжн–… «б»—ё+181
10932	 Џжн–… «б»—ё+182
10933	 Џжн–… «б»—ё+183
10934	 Џжн–… «б»—ё+184
10935	 Џжн–… «б»—ё+185
10936	 Џжн–… «б»—ё+186
10937	 Џжн–… «б»—ё+187
10938	 Џжн–… «б»—ё+188
10939	 Џжн–… «б»—ё+189
10940	 Џжн–… «б»—ё+190
10941	 Џжн–… «б»—ё+191
10942	 Џжн–… «б»—ё+192
10943	 Џжн–… «б»—ё+193
10944	 Џжн–… «б»—ё+194
10945	 Џжн–… «б»—ё+195
10946	 Џжн–… «б»—ё+196
10947	 Џжн–… «б»—ё+197
10948	 Џжн–… «б»—ё+198
10949	 Џжн–… «б»—ё+199
10950	 Џжн–… «б»—ё+200
11000	ѕ—Џ «б–∆»
11010	ѕ—Џ «бќд“н— «бгЁ —”
11020	ѕ—Џ «бќд“н— «б»—н
11030	ѕ—Џ «бдг—
11200	ѕ—Џ «б—«е» «бг’ЁЌ+0
11201	ѕ—Џ «б—«е» «бг’ЁЌ+1
11202	ѕ—Џ «б—«е» «бг’ЁЌ+2
11203	ѕ—Џ «б—«е» «бг’ЁЌ+3
11204	ѕ—Џ «б—«е» «бг’ЁЌ+4
11205	ѕ—Џ «б—«е» «бг’ЁЌ+5
11206	ѕ—Џ «б—«е» «бг’ЁЌ+6
11207	ѕ—Џ «б—«е» «б’ЁнЌн+7
11208	ѕ—Џ «б—«е» «б’ЁнЌн+8
11209	ѕ—Џ «б—«е» «б’ЁнЌн+9
11210	ѕ—Џ Ќѕнѕн г’ЁЌ+0
11211	ѕ—Џ Ќѕнѕн г’ЁЌ+1
11212	ѕ—Џ Ќѕнѕн г’ЁЌ+2
11213	ѕ—Џ Ќѕнѕн г’ЁЌ+3
11214	ѕ—Џ Ќѕнѕн г’ЁЌ+4
11215	ѕ—Џ Ќѕнѕн г’ЁЌ+5
11216	ѕ—Џ Ќѕнѕн г’ЁЌ+6
11217	ѕ—Џ Ќѕнѕн г’ЁЌ+7
11218	ѕ—Џ Ќѕнѕн г’ЁЌ+8
11219	ѕ—Џ Ќѕнѕн г’ЁЌ+9
11220	ѕ—Џ «бдг— «бг’ЁЌ+0
11221	ѕ—Џ «бдг— «бг’ЁЌ+1
11222	ѕ—Џ «бдг— «бг’ЁЌ+2
11223	ѕ—Џ «бдг— «бг’ЁЌ+3
11224	ѕ—Џ «бдг— «бг’ЁЌ+4
11225	ѕ—Џ «бдг— «бг’ЁЌ+5
11226	ѕ—Џ «бдг— «бг’ЁЌ+6
11227	ѕ—Џ «бдг— «бг’ЁЌ+7
11228	ѕ—Џ «бдг— «бг’ЁЌ+8
11229	ѕ—Џ «бдг— «бг’ЁЌ+9
11230	ѕ—Џ «б√”ѕ «бг’ЁЌ+0
11231	ѕ—Џ «б√”ѕ «бг’ЁЌ+1
11232	ѕ—Џ «б√”ѕ «бг’ЁЌ+2
11233	ѕ—Џ «б√”ѕ «бг’ЁЌ+3
11234	ѕ—Џ «б√”ѕ «бг’ЁЌ+4
11235	ѕ—Џ «б√”ѕ «бг’ЁЌ+5
11236	ѕ—Џ «б√”ѕ «бг’ЁЌ+6
11237	ѕ—Џ «б√”ѕ «бг’ЁЌ+7
11238	ѕ—Џ «б√”ѕ «бг’ЁЌ+8
11239	ѕ—Џ «б√”ѕ «бг’ЁЌ+9
11240	ѕ—Џ ггн  г’ЁЌ+0
11241	ѕ—Џ ггн  г’ЁЌ+1
11242	ѕ—Џ ггн  г’ЁЌ+2
11243	ѕ—Џ ггн  г’ЁЌ+3
11244	ѕ—Џ ггн  г’ЁЌ+4
11245	ѕ—Џ ггн  г’ЁЌ+5
11246	ѕ—Џ ггн  г’ЁЌ+6
11247	ѕ—Џ ггн  г’ЁЌ+7
11248	ѕ—Џ ггн  г’ЁЌ+8
11249	ѕ—Џ ггн  г’ЁЌ+9
11250	ѕ—Џ «б днд «бг’ЁЌ+0
11251	ѕ—Џ «б днд «бг’ЁЌ+1
11252	ѕ—Џ «б днд «бг’ЁЌ+2
11253	ѕ—Џ «б днд «бг’ЁЌ+3
11254	ѕ—Џ «б днд «бг’ЁЌ+4
11255	ѕ—Џ «б днд «бг’ЁЌ+5
11256	ѕ—Џ «б днд «бг’ЁЌ+6
11257	ѕ—Џ «б днд «бг’ЁЌ+7
11258	ѕ—Џ «б днд «бг’ЁЌ+8
11259	ѕ—Џ «б днд «бг’ЁЌ+9
11260	ѕ—Џ «бЌ—«‘Ё «бг’ЁЌ+0
11261	ѕ—Џ «бЌ—«‘Ё «бг’ЁЌ+1
11262	ѕ—Џ «бЌ—«‘Ё «бг’ЁЌ+2
11263	ѕ—Џ «бЌ—«‘Ё «бг’ЁЌ+3
11264	ѕ—Џ «бЌ—«‘Ё «бг’ЁЌ+4
11265	ѕ—Џ «бЌ—«‘Ё «бг’ЁЌ+5
11266	ѕ—Џ «бЌ—«‘Ё «бг’ЁЌ+6
11267	ѕ—Џ «бЌ—«‘Ё «бг’ЁЌ+7
11268	ѕ—Џ «бЌ—«‘Ё «бг’ЁЌ+8
11269	ѕ—Џ «бЌ—«‘Ё «бг’ЁЌ+9
11270	ѕ—Џ «бЌ—«‘Ё «б–е»н+0
11271	ѕ—Џ «бЌ—«‘Ё «б–е»н+1
11272	ѕ—Џ «бЌ—«‘Ё «б–е»н+2
11273	ѕ—Џ «бЌ—«‘Ё «б–е»н+3
11274	ѕ—Џ «бЌ—«‘Ё «б–е»н+4
11275	ѕ—Џ «бЌ—«‘Ё «б–е»н+5
11276	ѕ—Џ «бЌ—«‘Ё «б–е»н+6
11277	ѕ—Џ «бЌ—«‘Ё «б–е»н+7
11278	ѕ—Џ «бЌ—«‘Ё «б–е»н+8
11279	ѕ—Џ «бЌ—«‘Ё «б–е»н+9
11280	ѕ—Џ «б днд «б√”Ўж—н+0
11281	ѕ—Џ «б днд «б√”Ўж—н+1
11282	ѕ—Џ «б днд «б√”Ўж—н+2
11283	ѕ—Џ «б днд «б√”Ўж—н+3
11284	ѕ—Џ «б днд «б√”Ўж—н+4
11285	ѕ—Џ «б днд «б√”Ўж—н+5
11286	ѕ—Џ «б днд «б√”Ўж—н+6
11287	ѕ—Џ «б днд «б√”Ўж—н+7
11288	ѕ—Џ «б днд «б√”Ўж—н+8
11289	ѕ—Џ «б днд «б√”Ўж—н+9
11290	ѕ—Џ Ёжб«–н √”жѕ+0
11291	ѕ—Џ Ёжб«–н √”жѕ+1
11292	ѕ—Џ Ёжб«–н √”жѕ+2
11293	ѕ—Џ Ёжб«–н √”жѕ+3
11294	ѕ—Џ Ёжб«–н √”жѕ+4
11295	ѕ—Џ Ёжб«–н √”жѕ+5
11296	ѕ—Џ Ёжб«–н √”жѕ+6
11297	ѕ—Џ Ёжб«–н √”жѕ+7
11298	ѕ—Џ Ёжб«–н √”жѕ+8
11299	ѕ—Џ Ёжб«–н √”жѕ+9
11300	«бг—жд…
11301	«бг—жд…
11302	 Ќгб ћнѕ
11303	ѕ—Џ ÷ЏнЁ
11304	ћѕ«— «б√Џѕ«Ѕ
11305	–я«Ѕ
11306	«бћджѕ
11307	Ќ–«Ѕ √Ё÷б
11308	ёж…  Ќгб «б√Џѕ«Ѕ
11309	ёж…  Ќгб √Џѕ«Ѕ ¬ќ—нд
11400	»ѕб… “—ё«Ѕ+0
11401	»ѕб… “—ё«Ѕ+1
11402	»ѕб… “—ё«Ѕ+2
11403	»ѕб… “—ё«Ѕ+3
11404	»ѕб… “—ё«Ѕ+4
11405	»ѕб… “—ё«Ѕ+5
11406	»ѕб… “—ё«Ѕ+6
11407	»ѕб… “—ё«Ѕ+7
11408	»ѕб… “—ё«Ѕ+8
11409	»ѕб… “—ё«Ѕ+9
11410	Ўёг Џ«ћн+0
11411	Ўёг Џ«ћн+1
11412	Ўёг Џ«ћн+2
11413	Ўёг Џ«ћн+3
11414	Ўёг Џ«ћн+4
11415	Ўёг Џ«ћн+5
11416	Ўёг Џ«ћн+6
11417	Ўёг Џ«ћн+7
11418	Ўёг Џ«ћн+8
11419	Ўёг Џ«ћн+9
11420	Ўёг ё—г“н+0
11421	Ўёг ё—г“н+1
11422	Ўёг ё—г“н+2
11423	Ўёг ё—г“н+3
11424	Ўёг ё—г“н+4
11425	Ўёг ё—г“н+5
11426	Ўёг ё—г“н+6
11427	Ўёг ё—г“н+7
11428	Ўёг ё—г“н+8
11429	Ўёг ё—г“н+9
11430	Ўёг «бдгб «б√Ќг—+0
11431	Ўёг «бдгб «б√Ќг—+1
11432	Ўёг «бдгб «б√Ќг—+2
11433	Ўёг «бдгб «б√Ќг—+3
11434	Ўёг «бдгб «б√Ќг—+4
11435	Ўёг «бдгб «б√Ќг—+5
11436	Ўёг «бдгб «б√Ќг—+6
11437	Ўёг «бдгб «б√Ќг—+7
11438	Ўёг «бдгб «б√Ќг—+8
11439	Ўёг «бдгб «б√Ќг—+9
11440	Ўёг дгбн √”ѕн+0
11441	Ўёг дгбн √”ѕн+1
11442	Ўёг дгбн √”ѕн+2
11443	Ўёг дгбн √”ѕн+3
11444	Ўёг дгбн √”ѕн+4
11445	Ўёг дгбн √”ѕн+5
11446	Ўёг дгбн √”ѕн+6
11447	Ўёг дгбн √”ѕн+7
11448	Ўёг дгбн √”ѕн+8
11449	Ўёг дгбн √”ѕн+9
11450	Ўёг дндћ«+0
11451	Ўёг дндћ«+1
11452	Ўёг дндћ«+2
11453	Ўёг дндћ«+3
11454	Ўёг дндћ«+4
11455	Ўёг дндћ«+5
11456	Ўёг дндћ«+6
11457	Ўёг дндћ«+7
11458	Ўёг дндћ«+8
11459	Ўёг дндћ«+9
11460	»ѕб…  днд ‘«»+0
11461	»ѕб…  днд ‘«»+1
11462	»ѕб…  днд ‘«»+2
11463	»ѕб…  днд ‘«»+3
11464	»ѕб…  днд ‘«»+4
11465	»ѕб…  днд ‘«»+5
11466	»ѕб…  днд ‘«»+6
11467	»ѕб…  днд ‘«»+7
11468	»ѕб…  днд ‘«»+8
11469	»ѕб…  днд ‘«»+9
11470	Ўёг «б—нЌ «бггн +0
11471	Ўёг «б—нЌ «бггн +1
11472	Ўёг «б—нЌ «бггн +2
11473	Ўёг «б—нЌ «бггн +3
11474	Ўёг «б—нЌ «бггн +4
11475	Ўёг «б—нЌ «бггн +5
11476	Ўёг «б—нЌ «бггн +6
11477	Ўёг «б—нЌ «бггн +7
11478	Ўёг «б—нЌ «бггн +8
11479	Ўёг «б—нЌ «бггн +9
11480	Ўёг √—ћж«дн+0
11481	Ўёг √—ћж«дн+1
11482	Ўёг √—ћж«дн+2
11483	Ўёг √—ћж«дн+3
11484	Ўёг √—ћж«дн+4
11485	Ўёг √—ћж«дн+5
11486	Ўёг √—ћж«дн+6
11487	Ўёг √—ћж«дн+7
11488	Ўёг √—ћж«дн+8
11489	Ўёг √—ћж«дн+9
11490	Ўёг «б—нЌ «б√”жѕ+0
11491	Ўёг «б—нЌ «б√”жѕ+1
11492	Ўёг «б—нЌ «б√”жѕ+2
11493	Ўёг «б—нЌ «б√”жѕ+3
11494	Ўёг «б—нЌ «б√”жѕ+4
11495	Ўёг «б—нЌ «б√”жѕ+5
11496	Ўёг «б—нЌ «б√”жѕ+6
11497	Ўёг «б—нЌ «б√”жѕ+7
11498	Ўёг «б—нЌ «б√”жѕ+8
11499	Ўёг «б—нЌ «б√”жѕ+9
11500	џ«дџ-г«
11501	“ждџ-”нжд
11502	 ‘ждџ-“д
11503	еж-нждџ
11504	нждџ-”нжд
11505	”ж-”нд
11506	√ж-џнж
11507	»н-»ждџ
11508	“нжя-енжд
11509	еж-џж
11600	ѕ—Џ «бћд«“… «бг’ЁЌ+0
11601	ѕ—Џ «бћд«“… «бг’ЁЌ+1
11602	ѕ—Џ «бћд«“… «бг’ЁЌ+2
11603	ѕ—Џ «бћд«“… «бг’ЁЌ+3
11604	ѕ—Џ «бћд«“… «бг’ЁЌ+4
11605	ѕ—Џ «бћд«“… «бг’ЁЌ+5
11606	ѕ—Џ «бћд«“… «бг’ЁЌ+6
11607	ѕ—Џ «бћд«“… «бг’ЁЌ+7
11608	ѕ—Џ «бћд«“… «бг’ЁЌ+8
11609	ѕ—Џ «бћд«“… «бг’ЁЌ+9
11610	ѕ—Џ Џ«’Ён г’ЁЌ+0
11611	ѕ—Џ Џ«’Ён г’ЁЌ+1
11612	ѕ—Џ Џ«’Ён г’ЁЌ+2
11613	ѕ—Џ Џ«’Ён г’ЁЌ+3
11614	ѕ—Џ Џ«’Ён г’ЁЌ+4
11615	ѕ—Џ Џ«’Ён г’ЁЌ+5
